Date,Close,High,Low,Open,Volume
2025-10-01,1372.0,1379.4000244140625,1347.0999755859375,1348.0,20952632
2025-10-03,1365.199951171875,1371.9000244140625,1361.300048828125,1371.9000244140625,12163695
2025-10-06,1363.4000244140625,1372.5999755859375,1359.0999755859375,1371.0,14314283
2025-10-07,1375.9000244140625,1383.0999755859375,1363.5999755859375,1363.5999755859375,16126464
2025-10-08,1370.300048828125,1381.5999755859375,1364.300048828125,1372.300048828125,8100832
2025-10-09,1376.199951171875,1378.699951171875,1365.0999755859375,1369.800048828125,7909575
2025-10-10,1380.300048828125,1385.0,1370.300048828125,1370.300048828125,7673816
2025-10-13,1379.4000244140625,1386.4000244140625,1373.0999755859375,1373.0999755859375,8923018
2025-10-14,1384.0999755859375,1389.0,1375.0999755859375,1389.0,10610855
2025-10-15,1398.4000244140625,1400.4000244140625,1385.5,1386.5,8988550
2025-10-16,1417.300048828125,1418.9000244140625,1399.4000244140625,1401.0,12185032
2025-10-17,1436.5999755859375,1439.5999755859375,1410.9000244140625,1412.0,17037215
2025-10-20,1390.300048828125,1445.0,1389.199951171875,1442.0,23330227
2025-10-21,1382.0,1387.5999755859375,1375.9000244140625,1384.5,3415560
2025-10-23,1363.699951171875,1389.800048828125,1360.0999755859375,1385.0,21124942
2025-10-24,1377.699951171875,1381.5999755859375,1368.0999755859375,1368.0999755859375,10570263
2025-10-27,1377.5999755859375,1386.800048828125,1374.0,1382.0999755859375,11499836
2025-10-28,1363.0999755859375,1375.800048828125,1356.199951171875,1373.0,26477914
2025-10-29,1370.4000244140625,1371.699951171875,1358.4000244140625,1364.5999755859375,16129382
2025-10-30,1362.4000244140625,1370.199951171875,1361.300048828125,1362.4000244140625,9324401
2025-10-31,1345.300048828125,1362.0,1343.300048828125,1357.0,15926798
2025-11-03,1346.4000244140625,1351.5999755859375,1337.9000244140625,1340.5,11071450
2025-11-04,1336.9000244140625,1349.800048828125,1333.199951171875,1342.5999755859375,15211183
2025-11-06,1320.4000244140625,1342.199951171875,1317.4000244140625,1330.0,24221853
2025-11-07,1343.0,1344.300048828125,1318.5999755859375,1320.4000244140625,7719245
2025-11-10,1348.0,1349.5999755859375,1341.0,1342.9000244140625,8542340
2025-11-11,1358.300048828125,1360.4000244140625,1346.199951171875,1349.0,8305184
2025-11-12,1358.9000244140625,1370.0,1355.4000244140625,1370.0,9736761
2025-11-13,1385.9000244140625,1390.4000244140625,1358.5,1358.9000244140625,18296626
2025-11-14,1373.0,1381.199951171875,1363.199951171875,1374.0,9694498
2025-11-17,1379.0,1382.5,1373.5999755859375,1375.0999755859375,7660717
2025-11-18,1373.4000244140625,1382.800048828125,1369.0999755859375,1380.199951171875,9529560
2025-11-19,1383.0999755859375,1384.0,1371.5999755859375,1373.5,10393918
2025-11-20,1383.0,1388.300048828125,1375.4000244140625,1380.0999755859375,10131863
2025-11-21,1369.5,1376.0,1364.5999755859375,1373.0,11483595
2025-11-24,1368.4000244140625,1377.0,1361.5,1373.300048828125,15896003
2025-11-25,1357.800048828125,1376.9000244140625,1354.300048828125,1365.0,12235000
2025-11-26,1375.0,1377.0,1359.9000244140625,1360.0,9659004
2025-11-27,1392.199951171875,1394.0,1375.699951171875,1379.0,15158741
2025-11-28,1388.800048828125,1398.5,1385.5999755859375,1392.0,7683986
2025-12-01,1390.0999755859375,1400.0,1385.4000244140625,1394.0,8867593
2025-12-02,1373.0,1381.800048828125,1370.5999755859375,1381.800048828125,12126396
2025-12-03,1391.5,1394.199951171875,1367.0,1367.0,7955933
