Date,Close,High,Low,Open,Volume
2025-10-01,15965.0,16109.0,15850.0,16026.0,426075
2025-10-03,15806.0,16025.0,15736.0,15949.0,470216
2025-10-06,15998.0,16057.0,15708.0,15840.0,268497
2025-10-07,16108.0,16159.0,15977.0,16014.0,330326
2025-10-08,16012.0,16236.0,15979.0,16108.0,306518
2025-10-09,15985.0,16075.0,15853.0,16070.0,300499
2025-10-10,16265.0,16315.0,15911.0,15980.0,423031
2025-10-13,16323.0,16432.0,16218.0,16264.0,337617
2025-10-14,16261.0,16350.0,16121.0,16350.0,307925
2025-10-15,16212.0,16380.0,16200.0,16300.0,266435
2025-10-16,16298.0,16332.0,16200.0,16246.0,265727
2025-10-17,16401.0,16549.0,16298.0,16298.0,411608
2025-10-20,16424.0,16518.0,16380.0,16500.0,374246
2025-10-21,16396.0,16476.0,16330.0,16453.0,28990
2025-10-23,16393.0,16660.0,16340.0,16660.0,481753
2025-10-24,16274.0,16423.0,16200.0,16392.0,208520
2025-10-27,16388.0,16410.0,16275.0,16350.0,209829
2025-10-28,16311.0,16495.0,16261.0,16399.0,383383
2025-10-29,16138.0,16428.0,16046.0,16360.0,232815
2025-10-30,16206.0,16275.0,16077.0,16190.0,230383
2025-10-31,16186.0,16516.0,15949.0,16204.0,719402
2025-11-03,15651.0,16100.0,15530.0,16016.0,942850
2025-11-04,15374.0,15633.0,15355.0,15607.0,748848
2025-11-06,15452.0,15534.0,15309.0,15534.0,429800
2025-11-07,15479.0,15499.0,15260.0,15459.0,227247
2025-11-10,15583.0,15647.0,15380.0,15380.0,274191
2025-11-11,15645.0,15680.0,15512.0,15640.0,181524
2025-11-12,15696.0,15731.0,15555.0,15674.0,244015
2025-11-13,15749.0,15800.0,15660.0,15661.0,250711
2025-11-14,15684.0,15735.0,15572.0,15725.0,253698
2025-11-17,15878.0,15892.0,15655.0,15689.0,301069
2025-11-18,15930.0,15999.0,15750.0,15878.0,392903
2025-11-19,15768.0,15950.0,15715.0,15950.0,286434
2025-11-20,15801.0,15823.0,15618.0,15810.0,249492
2025-11-21,15977.0,16150.0,15737.0,15790.0,586351
2025-11-24,15958.0,16085.0,15911.0,16005.0,525788
2025-11-25,15889.0,16050.0,15842.0,15958.0,214525
2025-11-26,16156.0,16210.0,15950.0,15950.0,314946
2025-11-27,15903.0,16171.0,15875.0,16166.0,339986
2025-11-28,15900.0,16049.0,15850.0,15906.0,352340
2025-12-01,16097.0,16177.0,15851.0,15975.0,434052
2025-12-02,16239.0,16261.0,16095.0,16127.0,383165
2025-12-03,16082.0,16248.0,16010.0,16219.0,264397
2025-12-04,15994.0,16135.0,15887.0,16058.0,248812
2025-12-05,16282.0,16338.0,15979.0,16000.0,332032
2025-12-08,16187.0,16256.0,16094.0,16200.0,220513
2025-12-09,16020.0,16226.0,15985.0,16051.0,276388
2025-12-10,16019.0,16125.0,15925.0,16090.0,293374
2025-12-11,16248.0,16296.0,15983.0,16049.0,268701
2025-12-12,16522.0,16536.0,16247.0,16248.0,404711
2025-12-15,16415.0,16500.0,16360.0,16500.0,225221
2025-12-16,16354.0,16451.0,16320.0,16400.0,156134
2025-12-17,16398.0,16490.0,16357.0,16389.0,257406
2025-12-18,16329.0,16486.0,16221.0,16440.0,213981
2025-12-19,16414.0,16475.0,16329.0,16329.0,360190
2025-12-22,16649.0,16693.0,16414.0,16464.0,271590
2025-12-23,16585.0,16720.0,16558.0,16709.0,215650
2025-12-24,16703.0,16720.0,16542.0,16640.0,258486
2025-12-26,16596.0,16703.0,16516.0,16703.0,212925
2025-12-29,16542.0,16682.0,16499.0,16600.0,251796
2025-12-30,16647.0,16818.0,16482.0,16575.0,1055843
2025-12-31,16697.0,16776.0,16581.0,16581.0,314427
2026-01-01,16708.0,16798.0,16602.0,16700.0,171293
2026-01-02,16960.0,16999.0,16723.0,16750.0,388562
2026-01-05,17155.0,17370.0,16980.0,17025.0,305668
2026-01-06,17292.0,17306.0,17142.0,17170.0,192182
2026-01-07,16809.0,17249.0,16524.0,17230.0,427979
2026-01-08,16664.0,16808.0,16541.0,16808.0,238421
2026-01-09,16501.0,16704.0,16417.0,16663.0,286302
2026-01-12,16582.0,16615.0,16271.0,16456.0,288686
2026-01-13,16426.0,16726.0,16293.0,16662.0,312205
2026-01-14,16152.0,16412.0,16090.0,16390.0,240043
2026-01-15,16152.0,16152.0,16152.0,16152.0,0
2026-01-16,15859.0,16197.0,15770.0,16000.0,703056
2026-01-19,16176.0,16242.0,15813.0,15859.0,385141
2026-01-20,15879.0,16233.0,15850.0,16200.0,289609
2026-01-21,15770.0,15973.0,15675.0,15675.0,345738
2026-01-22,15765.0,15971.0,15714.0,15950.0,352320
2026-01-23,15469.0,15846.0,15439.0,15819.0,338669
2026-01-27,15245.0,15387.0,15013.0,15300.0,565768
2026-01-28,14877.0,15294.0,14431.0,15161.0,1584483
2026-01-29,14502.0,14870.0,14353.0,14870.0,716545
2026-01-30,14599.0,14679.0,14300.0,14502.0,946509
2026-02-02,14384.0,14446.0,14058.0,14251.0,621514
2026-02-03,14782.0,15281.0,14482.0,15200.0,638870
2026-02-04,15071.0,15170.0,14723.0,14800.0,451065
2026-02-05,15059.0,15150.0,14900.0,15090.0,374759
2026-02-06,14997.0,15118.0,14871.0,15084.0,276529
2026-02-09,14978.0,15126.0,14905.0,15125.0,200034
2026-02-10,15146.0,15349.0,14983.0,14999.0,360240
2026-02-11,15412.0,15432.0,15174.0,15180.0,360742
2026-02-12,15326.0,15459.0,15265.0,15459.0,201895
2026-02-13,15237.0,15434.0,15190.0,15309.0,208645
2026-02-16,15051.0,15299.0,14960.0,15237.0,210175
2026-02-17,15179.0,15211.0,14960.0,15031.0,166765
2026-02-18,15164.0,15239.0,15074.0,15208.0,280772
2026-02-19,14903.0,15279.0,14853.0,15163.0,152788
2026-02-20,14977.0,15077.0,14848.0,14903.0,515847
2026-02-23,15072.0,15118.0,14984.0,15050.0,242968
2026-02-24,14926.0,15062.0,14904.0,15001.0,300991
